0,1,2,3,4,5,6,7,8,9,10
sausage,cream cheese ,,,,,,,,,
newspapers,other vegetables,,,,,,,,,
pork,other vegetables,,,,,,,,,
seasonal products,frozen vegetables,yogurt,,,,,,,,
sausage,brown bread,,,,,,,,,
pip fruit,domestic eggs,,,,,,,,,
frozen vegetables,rolls/buns,,,,,,,,,
chicken,whole milk,,,,,,,,,
whole milk,canned fish,,,,,,,,,
ham,whole milk,artif. sweetener,,,,,,,,
yogurt,frozen meals,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
hamburger meat,frozen vegetables,,,,,,,,,
yogurt,citrus fruit,,,,,,,,,
frankfurter,frankfurter,tropical fruit,berries,,,,,,,
whole milk,root vegetables,,,,,,,,,
cream cheese ,yogurt,newspapers,detergent,,,,,,,
other vegetables,long life bakery product,,,,,,,,,
specialty bar,other vegetables,misc. beverages,,,,,,,,
hamburger meat,white bread,,,,,,,,,
herbs,pip fruit,,,,,,,,,
citrus fruit,whole milk,rolls/buns,,,,,,,,
frankfurter,whole milk,,,,,,,,,
brown bread,whole milk,,,,,,,,,
bottled beer,shopping bags,,,,,,,,,
pip fruit,yogurt,,,,,,,,,
hamburger meat,root vegetables,bottled beer,,,,,,,,
tropical fruit,curd,brown bread,,,,,,,,
yogurt,sausage,whipped/sour cream,onions,,,,,,,
chicken,soda,,,,,,,,,
fruit/vegetable juice,canned fish,light bulbs,long life bakery product,,,,,,,
other vegetables,bottled beer,,,,,,,,,
berries,condensed milk,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
frozen vegetables,sausage,whole milk,frozen vegetables,rolls/buns,other vegetables,oil,frozen fish,baking powder,,
bottled beer,other vegetables,,,,,,,,,
oil,whipped/sour cream,,,,,,,,,
berries,butter,,,,,,,,,
butter,semi-finished bread,,,,,,,,,
sliced cheese,newspapers,frozen vegetables,,,,,,,,
tropical fruit,brown bread,whole milk,,,,,,,,
chocolate,yogurt,,,,,,,,,
whipped/sour cream,root vegetables,rolls/buns,packaged fruit/vegetables,,,,,,,
whole milk,pastry,,,,,,,,,
newspapers,butter,long life bakery product,,,,,,,,
tropical fruit,sugar,,,,,,,,,
shopping bags,whole milk,,,,,,,,,
soda,root vegetables,,,,,,,,,
chewing gum,rolls/buns,,,,,,,,,
rolls/buns,oil,beverages,bottled water,,,,,,,
root vegetables,dog food,,,,,,,,,
pork,frozen meals,margarine,dessert,,,,,,,
whipped/sour cream,other vegetables,flour,,,,,,,,
root vegetables,napkins,,,,,,,,,
chicken,cereals,,,,,,,,,
yogurt,yogurt,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
beef,sparkling wine,butter milk,misc. beverages,pastry,,,,,,
frankfurter,canned beer,other vegetables,potato products,,,,,,,
cat food,soda,,,,,,,,,
butter,whipped/sour cream,rolls/buns,,,,,,,,
pip fruit,seasonal products,chocolate,,,,,,,,
ice cream,dog food,,,,,,,,,
whole milk,pastry,,,,,,,,,
citrus fruit,sweet spreads,,,,,,,,,
chicken,rolls/buns,newspapers,,,,,,,,
dishes,whole milk,oil,onions,,,,,,,
sugar,brown bread,,,,,,,,,
citrus fruit,rolls/buns,frozen vegetables,,,,,,,,
cream cheese ,newspapers,,,,,,,,,
margarine,yogurt,,,,,,,,,
citrus fruit,pastry,newspapers,chewing gum,,,,,,,
yogurt,semi-finished bread,,,,,,,,,
soda,shopping bags,,,,,,,,,
soda,oil,,,,,,,,,
canned beer,shopping bags,,,,,,,,,
whole milk,domestic eggs,canned vegetables,baking powder,hygiene articles,detergent,,,,,
bottled beer,frozen vegetables,,,,,,,,,
whole milk,yogurt,UHT-milk,specialty chocolate,,,,,,,
sweet spreads,margarine,,,,,,,,,
pot plants,citrus fruit,whipped/sour cream,,,,,,,,
newspapers,beef,,,,,,,,,
whole milk,napkins,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
yogurt,yogurt,,,,,,,,,
other vegetables,chewing gum,newspapers,,,,,,,,
salty snack,whole milk,softener,Instant food products,,,,,,,
pot plants,soda,,,,,,,,,
pork,UHT-milk,frozen fish,,,,,,,,
butter,root vegetables,bottled water,whipped/sour cream,red/blush wine,,,,,,
canned beer,whipped/sour cream,,,,,,,,,
shopping bags,whipped/sour cream,,,,,,,,,
hamburger meat,root vegetables,,,,,,,,,
rolls/buns,shopping bags,cream cheese ,,,,,,,,
other vegetables,brown bread,,,,,,,,,
rolls/buns,packaged fruit/vegetables,,,,,,,,,
pork,shopping bags,,,,,,,,,
ice cream,pasta,,,,,,,,,
frankfurter,ice cream,,,,,,,,,
bottled water,onions,,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
newspapers,whipped/sour cream,,,,,,,,,
butter,soda,,,,,,,,,
nuts/prunes,whole milk,,,,,,,,,
beef,frozen vegetables,,,,,,,,,
root vegetables,fruit/vegetable juice,,,,,,,,,
citrus fruit,pastry,candy,softener,,,,,,,
soda,other vegetables,,,,,,,,,
ham,white bread,,,,,,,,,
ice cream,canned beer,semi-finished bread,,,,,,,,
pot plants,pastry,,,,,,,,,
condensed milk,onions,,,,,,,,,
other vegetables,rum,bottled water,,,,,,,,
tropical fruit,pastry,salty snack,,,,,,,,
fruit/vegetable juice,other vegetables,,,,,,,,,
onions,curd,,,,,,,,,
domestic eggs,specialty fat,,,,,,,,,
soda,domestic eggs,tea,,,,,,,,
meat,canned beer,soda,,,,,,,,
chicken,misc. beverages,,,,,,,,,
spread cheese,rolls/buns,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
rolls/buns,rolls/buns,sugar,,,,,,,,
brown bread,citrus fruit,,,,,,,,,
chicken,bottled water,,,,,,,,,
whole milk,UHT-milk,,,,,,,,,
other vegetables,rolls/buns,whole milk,margarine,,,,,,,
oil,misc. beverages,candy,yogurt,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
yogurt,UHT-milk,,,,,,,,,
coffee,soda,,,,,,,,,
rolls/buns,dessert,,,,,,,,,
fruit/vegetable juice,cat food,,,,,,,,,
yogurt,coffee,,,,,,,,,
root vegetables,citrus fruit,,,,,,,,,
whole milk,salty snack,shopping bags,,,,,,,,
bottled water,white bread,,,,,,,,,
bottled water,root vegetables,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
chicken,whipped/sour cream,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
whole milk,soda,,,,,,,,,
long life bakery product,condensed milk,,,,,,,,,
bottled beer,root vegetables,hygiene articles,,,,,,,,
whole milk,soda,,,,,,,,,
tropical fruit,frozen meals,yogurt,other vegetables,,,,,,,
tea,light bulbs,,,,,,,,,
rolls/buns,newspapers,specialty fat,domestic eggs,,,,,,,
instant coffee,soda,frozen meals,artif. sweetener,,,,,,,
pot plants,pip fruit,,,,,,,,,
bottled water,soda,,,,,,,,,
root vegetables,specialty cheese,curd,,,,,,,,
rolls/buns,berries,,,,,,,,,
sausage,bottled water,,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
fish,sausage,other vegetables,soda,rolls/buns,,,,,,
soda,soda,salty snack,,,,,,,,
beef,other vegetables,,,,,,,,,
chicken,domestic eggs,,,,,,,,,
curd,whole milk,pastry,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
pip fruit,margarine,,,,,,,,,
frozen meals,mayonnaise,whipped/sour cream,,,,,,,,
pickled vegetables,cling film/bags,,,,,,,,,
UHT-milk,other vegetables,dishes,,,,,,,,
whole milk,bottled water,,,,,,,,,
whipped/sour cream,baking powder,cat food,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
citrus fruit,rolls/buns,canned fish,,,,,,,,
other vegetables,mustard,,,,,,,,,
tropical fruit,citrus fruit,bottled water,rolls/buns,soda,pickled vegetables,,,,,
misc. beverages,instant coffee,,,,,,,,,
whole milk,whole milk,bottled water,,,,,,,,
whole milk,napkins,,,,,,,,,
soda,ham,,,,,,,,,
root vegetables,root vegetables,citrus fruit,cat food,,,,,,,
root vegetables,hygiene articles,domestic eggs,,,,,,,,
liquor,cream cheese ,rolls/buns,,,,,,,,
citrus fruit,yogurt,citrus fruit,other vegetables,,,,,,,
meat,citrus fruit,,,,,,,,,
soft cheese,yogurt,pastry,instant coffee,,,,,,,
soda,candles,rolls/buns,,,,,,,,
chocolate,long life bakery product,,,,,,,,,
newspapers,soft cheese,,,,,,,,,
pastry,UHT-milk,,,,,,,,,
ham,pickled vegetables,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
yogurt,whole milk,pickled vegetables,long life bakery product,mustard,,,,,,
butter,whole milk,,,,,,,,,
tropical fruit,hamburger meat,bottled beer,yogurt,,,,,,,
citrus fruit,whole milk,curd,chocolate marshmallow,,,,,,,
pastry,other vegetables,cake bar,,,,,,,,
salty snack,citrus fruit,yogurt,berries,,,,,,,
ham,liquor (appetizer),,,,,,,,,
chocolate,tea,,,,,,,,,
sausage,bottled water,mustard,bottled beer,,,,,,,
curd,root vegetables,dish cleaner,,,,,,,,
oil,canned beer,,,,,,,,,
pastry,brown bread,,,,,,,,,
sausage,pastry,,,,,,,,,
canned beer,tropical fruit,margarine,,,,,,,,
soda,sliced cheese,,,,,,,,,
mayonnaise,decalcifier,,,,,,,,,
tropical fruit,berries,beef,butter milk,yogurt,sliced cheese,,,,,
canned beer,fish,,,,,,,,,
pork,rum,,,,,,,,,
pip fruit,frozen vegetables,,,,,,,,,
turkey,photo/film,mayonnaise,,,,,,,,
ham,specialty bar,,,,,,,,,
ham,rolls/buns,tropical fruit,rolls/buns,,,,,,,
sausage,domestic eggs,sweet spreads,,,,,,,,
whole milk,grapes,root vegetables,shopping bags,,,,,,,
white bread,domestic eggs,,,,,,,,,
beverages,butter milk,,,,,,,,,
sausage,sugar,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
onions,chocolate,,,,,,,,,
newspapers,salty snack,,,,,,,,,
soda,packaged fruit/vegetables,butter milk,,,,,,,,
frozen vegetables,liquor (appetizer),,,,,,,,,
root vegetables,frozen fruits,waffles,,,,,,,,
root vegetables,hygiene articles,newspapers,,,,,,,,
canned beer,curd,pastry,,,,,,,,
chicken,sugar,domestic eggs,,,,,,,,
other vegetables,frozen vegetables,rolls/buns,,,,,,,,
pork,packaged fruit/vegetables,pastry,rolls/buns,,,,,,,
whole milk,soda,,,,,,,,,
beef,specialty bar,,,,,,,,,
salty snack,frozen vegetables,,,,,,,,,
dessert,curd,,,,,,,,,
bottled beer,soda,,,,,,,,,
butter milk,margarine,,,,,,,,,
sausage,specialty bar,,,,,,,,,
photo/film,domestic eggs,cocoa drinks,,,,,,,,
napkins,whipped/sour cream,,,,,,,,,
packaged fruit/vegetables,whole milk,,,,,,,,,
frankfurter,grapes,salt,napkins,soda,,,,,,
frankfurter,liver loaf,canned vegetables,condensed milk,,,,,,,
other vegetables,bottled beer,cleaner,,,,,,,,
rolls/buns,chicken,shopping bags,hard cheese,,,,,,,
sausage,frozen meals,,,,,,,,,
pastry,other vegetables,,,,,,,,,
chicken,domestic eggs,,,,,,,,,
root vegetables,soda,,,,,,,,,
flower (seeds),honey,,,,,,,,,
soda,napkins,,,,,,,,,
frankfurter,shopping bags,bottled water,,,,,,,,
beef,bottled water,soda,,,,,,,,
other vegetables,prosecco,pot plants,,,,,,,,
chewing gum,beef,domestic eggs,,,,,,,,
rolls/buns,curd cheese,,,,,,,,,
sausage,butter,,,,,,,,,
cake bar,flower soil/fertilizer,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
ham,chocolate marshmallow,,,,,,,,,
margarine,chocolate,,,,,,,,,
sausage,margarine,,,,,,,,,
pork,brown bread,,,,,,,,,
coffee,cat food,,,,,,,,,
rolls/buns,mayonnaise,,,,,,,,,
soda,whisky,,,,,,,,,
pastry,bottled water,candles,,,,,,,,
sausage,soda,butter,,,,,,,,
soda,newspapers,,,,,,,,,
hamburger meat,butter,,,,,,,,,
whole milk,butter,,,,,,,,,
yogurt,bottled beer,,,,,,,,,
shopping bags,margarine,,,,,,,,,
beef,long life bakery product,,,,,,,,,
other vegetables,chicken,,,,,,,,,
meat,other vegetables,,,,,,,,,
whole milk,misc. beverages,,,,,,,,,
whole milk,napkins,,,,,,,,,
beef,yogurt,,,,,,,,,
kitchen towels,sliced cheese,,,,,,,,,
red/blush wine,other vegetables,rolls/buns,,,,,,,,
dishes,other vegetables,pastry,,,,,,,,
semi-finished bread,brown bread,soda,,,,,,,,
pip fruit,curd cheese,,,,,,,,,
tropical fruit,margarine,,,,,,,,,
other vegetables,dessert,,,,,,,,,
tropical fruit,pastry,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
butter,citrus fruit,margarine,soda,whole milk,roll products ,,,,,
rolls/buns,grapes,domestic eggs,,,,,,,,
snack products,mayonnaise,bottled water,,,,,,,,
citrus fruit,hamburger meat,,,,,,,,,
hamburger meat,pastry,,,,,,,,,
beef,root vegetables,,,,,,,,,
candy,pot plants,,,,,,,,,
domestic eggs,waffles,,,,,,,,,
hamburger meat,salty snack,,,,,,,,,
rolls/buns,mustard,,,,,,,,,
hamburger meat,cat food,margarine,,,,,,,,
whipped/sour cream,berries,cream cheese ,,,,,,,,
citrus fruit,cream cheese ,,,,,,,,,
citrus fruit,long life bakery product,,,,,,,,,
butter,popcorn,,,,,,,,,
salt,tropical fruit,newspapers,,,,,,,,
chicken,white bread,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
whipped/sour cream,curd,,,,,,,,,
chocolate,pastry,butter,,,,,,,,
rolls/buns,pastry,,,,,,,,,
specialty bar,pastry,,,,,,,,,
hard cheese,shopping bags,,,,,,,,,
beef,soda,white wine,soft cheese,,,,,,,
shopping bags,napkins,,,,,,,,,
whole milk,curd,,,,,,,,,
dessert,newspapers,white bread,,,,,,,,
sausage,other vegetables,,,,,,,,,
herbs,newspapers,brown bread,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
rolls/buns,chewing gum,,,,,,,,,
citrus fruit,specialty bar,,,,,,,,,
beef,sweet spreads,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
onions,vinegar,,,,,,,,,
soda,pip fruit,,,,,,,,,
white wine,white bread,,,,,,,,,
beef,potato products,,,,,,,,,
beverages,jam,,,,,,,,,
long life bakery product,bottled beer,,,,,,,,,
candy,berries,mustard,,,,,,,,
other vegetables,whole milk,,,,,,,,,
hamburger meat,pastry,,,,,,,,,
chicken,house keeping products,,,,,,,,,
whole milk,bottled water,soda,,,,,,,,
soda,whole milk,,,,,,,,,
frankfurter,Instant food products,,,,,,,,,
specialty bar,tropical fruit,yogurt,bottled beer,baking powder,,,,,,
sausage,whole milk,,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
butter milk,meat,curd,soda,long life bakery product,,,,,,
pork,rolls/buns,,,,,,,,,
whole milk,yogurt,softener,,,,,,,,
canned beer,domestic eggs,,,,,,,,,
turkey,kitchen towels,,,,,,,,,
whole milk,specialty bar,,,,,,,,,
whole milk,soda,yogurt,,,,,,,,
rolls/buns,tropical fruit,,,,,,,,,
whole milk,butter milk,beverages,,,,,,,,
chocolate,dessert,,,,,,,,,
yogurt,citrus fruit,,,,,,,,,
red/blush wine,bottled beer,yogurt,pip fruit,mustard,,,,,,
sausage,whole milk,,,,,,,,,
ham,cream cheese ,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
cleaner,chewing gum,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
cream cheese ,canned beer,waffles,,,,,,,,
rolls/buns,misc. beverages,,,,,,,,,
soups,specialty bar,soda,whipped/sour cream,,,,,,,
canned fish,specialty cheese,yogurt,specialty vegetables,,,,,,,
pip fruit,brown bread,,,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
herbs,grapes,,,,,,,,,
coffee,butter,,,,,,,,,
other vegetables,whole milk,tropical fruit,yogurt,,,,,,,
frankfurter,citrus fruit,yogurt,frozen vegetables,,,,,,,
curd,newspapers,,,,,,,,,
soda,cake bar,,,,,,,,,
beef,berries,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
beverages,specialty fat,,,,,,,,,
coffee,root vegetables,whipped/sour cream,,,,,,,,
finished products,cocoa drinks,,,,,,,,,
curd cheese,newspapers,UHT-milk,,,,,,,,
other vegetables,skin care,,,,,,,,,
soda,whole milk,,,,,,,,,
frozen chicken,herbs,yogurt,,,,,,,,
canned beer,pip fruit,rolls/buns,brown bread,soft cheese,shopping bags,,,,,
berries,fruit/vegetable juice,rolls/buns,,,,,,,,
yogurt,shopping bags,,,,,,,,,
chicken,hygiene articles,,,,,,,,,
bottled water,bottled water,,,,,,,,,
pork,long life bakery product,,,,,,,,,
other vegetables,processed cheese,,,,,,,,,
brown bread,pastry,,,,,,,,,
beef,chocolate,pastry,,,,,,,,
citrus fruit,toilet cleaner,,,,,,,,,
meat,rolls/buns,,,,,,,,,
root vegetables,sausage,root vegetables,other vegetables,long life bakery product,,,,,,
specialty cheese,butter,,,,,,,,,
root vegetables,onions,,,,,,,,,
white wine,newspapers,,,,,,,,,
chicken,onions,,,,,,,,,
napkins,butter,,,,,,,,,
other vegetables,citrus fruit,,,,,,,,,
dessert,newspapers,bottled water,,,,,,,,
baking powder,root vegetables,,,,,,,,,
meat,coffee,,,,,,,,,
butter,citrus fruit,,,,,,,,,
seasonal products,white bread,specialty chocolate,soda,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
root vegetables,white bread,,,,,,,,,
shopping bags,hard cheese,yogurt,,,,,,,,
onions,butter,,,,,,,,,
pork,grapes,,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
citrus fruit,waffles,female sanitary products,,,,,,,,
rolls/buns,oil,yogurt,,,,,,,,
sausage,bottled beer,,,,,,,,,
tropical fruit,herbs,chocolate,,,,,,,,
other vegetables,specialty bar,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
specialty chocolate,frozen potato products,,,,,,,,,
sausage,whole milk,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
butter,shopping bags,,,,,,,,,
rolls/buns,misc. beverages,ice cream,tropical fruit,shopping bags,coffee,popcorn,hygiene articles,,,
root vegetables,detergent,,,,,,,,,
beef,soft cheese,,,,,,,,,
waffles,shopping bags,,,,,,,,,
napkins,bottled water,,,,,,,,,
citrus fruit,fruit/vegetable juice,,,,,,,,,
rolls/buns,specialty chocolate,,,,,,,,,
herbs,soda,frozen vegetables,,,,,,,,
grapes,frozen meals,flower (seeds),,,,,,,,
whole milk,yogurt,,,,,,,,,
citrus fruit,pastry,,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
ham,yogurt,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
root vegetables,margarine,,,,,,,,,
butter milk,bottled beer,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
pastry,margarine,,,,,,,,,
newspapers,sliced cheese,,,,,,,,,
root vegetables,specialty bar,,,,,,,,,
berries,rolls/buns,,,,,,,,,
sliced cheese,bottled water,,,,,,,,,
specialty chocolate,pork,,,,,,,,,
soft cheese,long life bakery product,,,,,,,,,
shopping bags,rice,,,,,,,,,
pip fruit,other vegetables,cling film/bags,,,,,,,,
fruit/vegetable juice,bottled beer,,,,,,,,,
liquor (appetizer),hygiene articles,,,,,,,,,
ice cream,whole milk,,,,,,,,,
ham,whipped/sour cream,,,,,,,,,
turkey,curd,sugar,,,,,,,,
whole milk,whole milk,citrus fruit,light bulbs,,,,,,,
canned beer,yogurt,,,,,,,,,
whole milk,cake bar,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
hamburger meat,margarine,,,,,,,,,
meat,cling film/bags,whipped/sour cream,,,,,,,,
frozen dessert,citrus fruit,,,,,,,,,
dessert,other vegetables,,,,,,,,,
berries,canned fish,,,,,,,,,
whole milk,sauces,,,,,,,,,
whipped/sour cream,pot plants,,,,,,,,,
other vegetables,margarine,,,,,,,,,
photo/film,root vegetables,newspapers,,,,,,,,
root vegetables,bottled beer,,,,,,,,,
curd,soda,,,,,,,,,
whole milk,pot plants,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
citrus fruit,rolls/buns,whole milk,brown bread,,,,,,,
whole milk,butter,newspapers,chewing gum,,,,,,,
frozen meals,yogurt,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
chicken,tropical fruit,,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
onions,sugar,mustard,rolls/buns,,,,,,,
roll products ,whole milk,tropical fruit,rolls/buns,rolls/buns,,,,,,
tropical fruit,soups,,,,,,,,,
hygiene articles,potato products,,,,,,,,,
pet care,brown bread,,,,,,,,,
sausage,whole milk,,,,,,,,,
curd,other vegetables,,,,,,,,,
sugar,dish cleaner,,,,,,,,,
artif. sweetener,salty snack,,,,,,,,,
root vegetables,salty snack,,,,,,,,,
yogurt,bottled water,domestic eggs,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
frankfurter,salty snack,house keeping products,,,,,,,,
frankfurter,bottled water,pickled vegetables,,,,,,,,
soda,soda,pip fruit,popcorn,soda,pasta,whole milk,dental care,,,
grapes,frozen vegetables,,,,,,,,,
ready soups,shopping bags,,,,,,,,,
rolls/buns,cream cheese ,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
whole milk,softener,domestic eggs,soda,,,,,,,
rolls/buns,canned beer,,,,,,,,,
packaged fruit/vegetables,other vegetables,,,,,,,,,
other vegetables,root vegetables,,,,,,,,,
yogurt,frozen meals,,,,,,,,,
salty snack,chocolate,,,,,,,,,
citrus fruit,butter,,,,,,,,,
citrus fruit,dish cleaner,margarine,,,,,,,,
rolls/buns,other vegetables,newspapers,,,,,,,,
whole milk,shopping bags,,,,,,,,,
tropical fruit,whole milk,dish cleaner,yogurt,newspapers,,,,,,
brown bread,other vegetables,,,,,,,,,
curd,whipped/sour cream,,,,,,,,,
root vegetables,bottled beer,fruit/vegetable juice,,,,,,,,
frankfurter,shopping bags,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
hamburger meat,pork,yogurt,flour,,,,,,,
cat food,semi-finished bread,,,,,,,,,
root vegetables,UHT-milk,UHT-milk,spread cheese,shopping bags,,,,,,
canned beer,hygiene articles,,,,,,,,,
root vegetables,herbs,,,,,,,,,
root vegetables,salt,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
fruit/vegetable juice,herbs,,,,,,,,,
shopping bags,fruit/vegetable juice,,,,,,,,,
whole milk,pastry,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
yogurt,hamburger meat,,,,,,,,,
pork,butter,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
napkins,other vegetables,,,,,,,,,
red/blush wine,yogurt,,,,,,,,,
beef,hamburger meat,newspapers,rum,meat spreads,whipped/sour cream,,,,,
citrus fruit,grapes,,,,,,,,,
pastry,long life bakery product,sliced cheese,yogurt,,,,,,,
waffles,cling film/bags,,,,,,,,,
pork,root vegetables,hamburger meat,frankfurter,coffee,curd,cake bar,soda,,,
dessert,root vegetables,,,,,,,,,
rolls/buns,hard cheese,,,,,,,,,
newspapers,soda,canned beer,,,,,,,,
tropical fruit,butter,dog food,,,,,,,,
sausage,frankfurter,citrus fruit,bottled beer,soda,butter,oil,,,,
white bread,whipped/sour cream,frozen dessert,pastry,,,,,,,
rolls/buns,popcorn,fruit/vegetable juice,,,,,,,,
oil,whole milk,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
yogurt,beverages,,,,,,,,,
curd,spices,frozen fish,,,,,,,,
bottled water,other vegetables,,,,,,,,,
cream cheese ,rolls/buns,,,,,,,,,
whole milk,coffee,,,,,,,,,
frozen vegetables,rolls/buns,cling film/bags,,,,,,,,
misc. beverages,shopping bags,,,,,,,,,
shopping bags,curd,hard cheese,,,,,,,,
soda,liquor (appetizer),,,,,,,,,
soda,specialty cheese,napkins,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
yogurt,butter,,,,,,,,,
other vegetables,chocolate marshmallow,,,,,,,,,
frozen vegetables,pasta,,,,,,,,,
frozen vegetables,yogurt,,,,,,,,,
root vegetables,brown bread,,,,,,,,,
soda,other vegetables,,,,,,,,,
UHT-milk,cling film/bags,,,,,,,,,
whole milk,dishes,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
butter,sugar,,,,,,,,,
beef,citrus fruit,whole milk,yogurt,,,,,,,
domestic eggs,dessert,,,,,,,,,
meat,soda,,,,,,,,,
rolls/buns,cat food,newspapers,,,,,,,,
yogurt,coffee,candy,candles,,,,,,,
sausage,pip fruit,,,,,,,,,
pip fruit,bottled water,,,,,,,,,
whole milk,pastry,salty snack,,,,,,,,
sausage,pork,,,,,,,,,
